month,loan_id,product,region,branch,disbursed_amount,outstanding_amount,dpd,due_date,payment_date,is_paid,customer_segment,charge_off_flag
2025-07-01,L00150,Auto Loan,East,B004,33909,27939,0,2025-07-14,2025-07-18,0,Standard,0
2025-08-01,L00150,Auto Loan,East,B004,33909,27315,0,2025-08-21,2025-08-13,1,Standard,0
2025-09-01,L00150,Auto Loan,East,B004,33909,27315,0,2025-09-15,,0,Standard,0
2025-10-01,L00150,Auto Loan,East,B004,33909,26810,0,2025-10-05,2025-10-07,0,Standard,0
2024-11-01,L00151,Home Loan,Central,B013,160815,157444,0,2024-11-26,2024-11-15,1,Prime,0
2024-12-01,L00151,Home Loan,Central,B013,160815,155382,0,2024-12-21,2024-12-13,1,Prime,0
2025-01-01,L00151,Home Loan,Central,B013,160815,155382,0,2025-01-10,,0,Prime,0
2025-02-01,L00151,Home Loan,Central,B013,160815,150912,0,2025-02-07,2025-02-18,0,Prime,0
2025-03-01,L00151,Home Loan,Central,B013,160815,149228,0,2025-03-14,2025-03-15,0,Prime,0
2025-04-01,L00151,Home Loan,Central,B013,160815,145431,0,2025-04-06,2025-04-24,0,Prime,0
2025-05-01,L00151,Home Loan,Central,B013,160815,145431,0,2025-05-19,,0,Prime,0
2025-06-01,L00151,Home Loan,Central,B013,160815,140828,0,2025-06-28,2025-06-25,1,Prime,0
2025-07-01,L00151,Home Loan,Central,B013,160815,136403,0,2025-07-20,2025-07-21,0,Prime,0
2025-08-01,L00151,Home Loan,Central,B013,160815,131999,0,2025-08-03,2025-08-28,0,Prime,0
2025-09-01,L00151,Home Loan,Central,B013,160815,127310,0,2025-09-12,2025-09-05,1,Prime,0
2025-10-01,L00151,Home Loan,Central,B013,160815,127310,0,2025-10-20,,0,Prime,0
2024-11-01,L00152,Personal Loan,East,B012,602405,602405,0,2024-11-04,,0,Standard,0
2024-12-01,L00152,Personal Loan,East,B012,602405,591446,0,2024-12-04,2024-12-20,0,Standard,0
2025-01-01,L00152,Personal Loan,East,B012,602405,591446,0,2025-01-23,,0,Standard,0
2025-02-01,L00152,Personal Loan,East,B012,602405,591446,0,2025-02-22,,0,Standard,0
2025-03-01,L00152,Personal Loan,East,B012,602405,583369,0,2025-03-13,2025-03-16,0,Standard,0
2025-04-01,L00152,Personal Loan,East,B012,602405,583369,30,2025-04-23,,0,Standard,0
2025-05-01,L00152,Personal Loan,East,B012,602405,565655,0,2025-05-19,2025-05-01,1,Standard,0
2025-06-01,L00152,Personal Loan,East,B012,602405,565655,0,2025-06-11,,0,Standard,0
2025-07-01,L00152,Personal Loan,East,B012,602405,558294,0,2025-07-10,2025-07-05,1,Standard,0
2025-08-01,L00152,Personal Loan,East,B012,602405,558294,0,2025-08-07,,0,Standard,0
2025-09-01,L00152,Personal Loan,East,B012,602405,546310,0,2025-09-03,2025-09-26,0,Standard,0
2025-10-01,L00152,Personal Loan,East,B012,602405,537973,0,2025-10-06,2025-10-09,0,Standard,0
2024-11-01,L00153,Education Loan,South,B005,342492,334269,0,2024-11-06,2024-11-08,0,Prime,0
2024-12-01,L00153,Education Loan,South,B005,342492,324028,0,2024-12-11,2024-12-24,0,Prime,0
2025-01-01,L00153,Education Loan,South,B005,342492,314630,0,2025-01-11,2025-01-05,1,Prime,0
2025-02-01,L00153,Education Loan,South,B005,342492,309838,0,2025-02-19,2025-02-13,1,Prime,0
2025-03-01,L00153,Education Loan,South,B005,342492,303844,0,2025-03-23,2025-03-23,1,Prime,0
2025-04-01,L00153,Education Loan,South,B005,342492,298076,0,2025-04-26,2025-04-23,1,Prime,0
2025-05-01,L00153,Education Loan,South,B005,342492,292825,0,2025-05-18,2025-05-10,1,Prime,0
2025-06-01,L00153,Education Loan,South,B005,342492,292825,0,2025-06-03,,0,Prime,0
2025-07-01,L00153,Education Loan,South,B005,342492,292825,0,2025-07-01,,0,Prime,0
2025-08-01,L00153,Education Loan,South,B005,342492,283911,0,2025-08-12,2025-08-19,0,Prime,0
2025-09-01,L00153,Education Loan,South,B005,342492,274959,0,2025-09-01,2025-09-24,0,Prime,0
2025-10-01,L00153,Education Loan,South,B005,342492,264896,0,2025-10-05,2025-10-28,0,Prime,0
2024-11-01,L00154,Home Loan,Central,B003,284404,276339,0,2024-11-02,2024-11-07,0,Prime,0
2024-12-01,L00154,Home Loan,Central,B003,284404,275214,0,2024-12-23,,0,Prime,0
2025-01-01,L00154,Home Loan,Central,B003,284404,269360,0,2025-01-03,2025-01-21,0,Prime,0
2025-02-01,L00154,Home Loan,Central,B003,284404,263848,0,2025-02-16,2025-02-06,1,Prime,0
2025-03-01,L00154,Home Loan,Central,B003,284404,258117,0,2025-03-28,2025-03-06,1,Prime,0
2025-04-01,L00154,Home Loan,Central,B003,284404,252000,0,2025-04-09,2025-04-18,0,Prime,0
2025-05-01,L00154,Home Loan,Central,B003,284404,244329,0,2025-05-25,2025-05-06,1,Prime,0
2025-06-01,L00154,Home Loan,Central,B003,284404,239798,0,2025-06-13,2025-06-19,0,Prime,0
2025-07-01,L00154,Home Loan,Central,B003,284404,234993,0,2025-07-07,2025-07-27,0,Prime,0
2025-08-01,L00154,Home Loan,Central,B003,284404,231232,0,2025-08-22,2025-08-25,0,Prime,0
2025-09-01,L00154,Home Loan,Central,B003,284404,223737,0,2025-09-24,2025-09-25,0,Prime,0
2025-10-01,L00154,Home Loan,Central,B003,284404,217057,0,2025-10-23,2025-10-24,0,Prime,0
2024-11-01,L00155,Auto Loan,East,B012,865177,846677,0,2024-11-20,2024-11-03,1,Standard,0
2024-12-01,L00155,Auto Loan,East,B012,865177,831616,0,2024-12-12,2024-12-16,0,Standard,0
2025-01-01,L00155,Auto Loan,East,B012,865177,831616,0,2025-01-18,,0,Standard,0
2025-02-01,L00155,Auto Loan,East,B012,865177,817352,0,2025-02-12,2025-02-15,0,Standard,0
2025-03-01,L00155,Auto Loan,East,B012,865177,800876,0,2025-03-13,2025-03-15,0,Standard,0
2025-04-01,L00155,Auto Loan,East,B012,865177,800876,0,2025-04-14,,0,Standard,0
2025-05-01,L00155,Auto Loan,East,B012,865177,785897,0,2025-05-28,2025-05-13,1,Standard,0
2025-06-01,L00155,Auto Loan,East,B012,865177,773491,0,2025-06-06,2025-06-06,1,Standard,0
2025-07-01,L00155,Auto Loan,East,B012,865177,773491,30,2025-07-16,,0,Standard,0
2025-08-01,L00155,Auto Loan,East,B012,865177,748311,0,2025-08-13,2025-08-27,0,Standard,0
2025-09-01,L00155,Auto Loan,East,B012,865177,732170,0,2025-09-16,2025-09-16,1,Standard,0
2025-10-01,L00155,Auto Loan,East,B012,865177,722361,0,2025-10-22,2025-10-04,1,Standard,0
2024-11-01,L00156,Gold Loan,North,B014,329248,329248,0,2024-11-16,,0,Standard,0
2024-12-01,L00156,Gold Loan,North,B014,329248,329248,30,2024-12-10,,0,Standard,0
2025-01-01,L00156,Gold Loan,North,B014,329248,322011,0,2025-01-20,2025-01-04,1,Standard,0
2025-02-01,L00156,Gold Loan,North,B014,329248,322011,0,2025-02-12,,0,Standard,0
2025-03-01,L00156,Gold Loan,North,B014,329248,315973,0,2025-03-03,2025-03-12,0,Standard,0
2025-04-01,L00156,Gold Loan,North,B014,329248,315973,0,2025-04-08,,0,Standard,0
2025-05-01,L00156,Gold Loan,North,B014,329248,315973,0,2025-05-16,,0,Standard,0
2025-06-01,L00156,Gold Loan,North,B014,329248,315973,0,2025-06-07,,0,Standard,0
2025-07-01,L00156,Gold Loan,North,B014,329248,311120,0,2025-07-08,2025-07-20,0,Standard,0
2025-08-01,L00156,Gold Loan,North,B014,329248,311120,0,2025-08-16,,0,Standard,0
2025-09-01,L00156,Gold Loan,North,B014,329248,304343,0,2025-09-05,2025-09-03,1,Standard,0
2025-10-01,L00156,Gold Loan,North,B014,329248,298486,0,2025-10-24,2025-10-15,1,Standard,0
2024-11-01,L00157,Home Loan,West,B006,203887,200938,0,2024-11-25,2024-11-08,1,Subprime,0
2024-12-01,L00157,Home Loan,West,B006,203887,200938,30,2024-12-12,,0,Subprime,0
2025-01-01,L00157,Home Loan,West,B006,203887,200938,0,2025-01-09,,0,Subprime,0
2025-02-01,L00157,Home Loan,West,B006,203887,200938,0,2025-02-07,,0,Subprime,0
2025-03-01,L00157,Home Loan,West,B006,203887,195900,0,2025-03-04,2025-03-02,1,Subprime,0
2025-04-01,L00157,Home Loan,West,B006,203887,192137,0,2025-04-10,2025-04-13,0,Subprime,0
2025-05-01,L00157,Home Loan,West,B006,203887,189996,0,2025-05-09,2025-05-10,0,Subprime,0
2025-06-01,L00157,Home Loan,West,B006,203887,184248,0,2025-06-03,2025-06-25,0,Subprime,0
2025-07-01,L00157,Home Loan,West,B006,203887,179117,0,2025-07-18,2025-07-15,1,Subprime,0
2025-08-01,L00157,Home Loan,West,B006,203887,175230,0,2025-08-09,2025-08-20,0,Subprime,0
2025-09-01,L00157,Home Loan,West,B006,203887,171860,0,2025-09-01,2025-09-28,0,Subprime,0
2025-10-01,L00157,Home Loan,West,B006,203887,169718,0,2025-10-27,2025-10-18,1,Subprime,0
2024-11-01,L00158,Auto Loan,West,B002,166378,163637,0,2024-11-25,2024-11-10,1,Prime,0
2024-12-01,L00158,Auto Loan,West,B002,166378,159599,0,2024-12-17,2024-12-23,0,Prime,0
2025-01-01,L00158,Auto Loan,West,B002,166378,157392,0,2025-01-05,2025-01-17,0,Prime,0
2025-02-01,L00158,Auto Loan,West,B002,166378,157392,0,2025-02-12,,0,Prime,0
2025-03-01,L00158,Auto Loan,West,B002,166378,153983,0,2025-03-16,2025-03-02,1,Prime,0
2025-04-01,L00158,Auto Loan,West,B002,166378,149610,0,2025-04-05,2025-04-03,1,Prime,0
2025-05-01,L00158,Auto Loan,West,B002,166378,147759,0,2025-05-28,2025-05-08,1,Prime,0
2025-06-01,L00158,Auto Loan,West,B002,166378,147759,0,2025-06-21,,0,Prime,0
2025-07-01,L00158,Auto Loan,West,B002,166378,147759,0,2025-07-08,,0,Prime,0
2025-08-01,L00158,Auto Loan,West,B002,166378,147759,0,2025-08-13,,0,Prime,0
2025-09-01,L00158,Auto Loan,West,B002,166378,147759,30,2025-09-25,,0,Prime,0
2025-10-01,L00158,Auto Loan,West,B002,166378,147759,30,2025-10-23,,0,Prime,0
2024-11-01,L00159,Auto Loan,North,B003,994728,970819,0,2024-11-19,2024-11-12,1,Standard,0
2024-12-01,L00159,Auto Loan,North,B003,994728,957843,0,2024-12-27,2024-12-07,1,Standard,0
2025-01-01,L00159,Auto Loan,North,B003,994728,957843,30,2025-01-21,,0,Standard,0
2025-02-01,L00159,Auto Loan,North,B003,994728,943886,0,2025-02-17,2025-02-27,0,Standard,0
2025-03-01,L00159,Auto Loan,North,B003,994728,943886,0,2025-03-11,,0,Standard,0
2025-04-01,L00159,Auto Loan,North,B003,994728,920573,0,2025-04-15,2025-04-21,0,Standard,0
2025-05-01,L00159,Auto Loan,North,B003,994728,908503,0,2025-05-04,2025-05-26,0,Standard,0
2025-06-01,L00159,Auto Loan,North,B003,994728,892616,0,2025-06-25,2025-06-24,1,Standard,0
2025-07-01,L00159,Auto Loan,North,B003,994728,892616,0,2025-07-19,,0,Standard,0
2025-08-01,L00159,Auto Loan,North,B003,994728,892616,0,2025-08-19,,0,Standard,0
2025-09-01,L00159,Auto Loan,North,B003,994728,865553,0,2025-09-01,2025-09-06,0,Standard,0
2025-10-01,L00159,Auto Loan,North,B003,994728,836025,0,2025-10-13,2025-10-15,0,Standard,0
2024-11-01,L00160,Education Loan,North,B004,135247,135247,0,2024-11-10,,0,Standard,0
2024-12-01,L00160,Education Loan,North,B004,135247,135247,0,2024-12-04,,0,Standard,0
2025-01-01,L00160,Education Loan,North,B004,135247,135247,0,2025-01-09,,0,Standard,0
2025-02-01,L00160,Education Loan,North,B004,135247,133313,0,2025-02-06,2025-02-12,0,Standard,0
2025-03-01,L00160,Education Loan,North,B004,135247,130193,0,2025-03-12,2025-03-14,0,Standard,0
2025-04-01,L00160,Education Loan,North,B004,135247,127605,0,2025-04-04,2025-04-09,0,Standard,0
2025-05-01,L00160,Education Loan,North,B004,135247,124240,0,2025-05-07,2025-05-21,0,Standard,0
2025-06-01,L00160,Education Loan,North,B004,135247,122655,0,2025-06-16,2025-06-04,1,Standard,0
2025-07-01,L00160,Education Loan,North,B004,135247,120573,0,2025-07-19,2025-07-09,1,Standard,0
2025-08-01,L00160,Education Loan,North,B004,135247,119045,0,2025-08-24,2025-08-07,1,Standard,0
2025-09-01,L00160,Education Loan,North,B004,135247,116577,0,2025-09-16,2025-09-15,1,Standard,0
2025-10-01,L00160,Education Loan,North,B004,135247,112854,0,2025-10-02,2025-10-25,0,Standard,0
2024-11-01,L00161,Home Loan,Central,B013,579058,571090,0,2024-11-22,2024-11-28,0,Standard,0
2024-12-01,L00161,Home Loan,Central,B013,579058,555625,0,2024-12-21,2024-12-19,1,Standard,0
2025-01-01,L00161,Home Loan,Central,B013,579058,555625,0,2025-01-16,,0,Standard,0
2025-02-01,L00161,Home Loan,Central,B013,579058,540330,0,2025-02-03,2025-02-15,0,Standard,0
2025-03-01,L00161,Home Loan,Central,B013,579058,532853,0,2025-03-12,2025-03-18,0,Standard,0
2025-04-01,L00161,Home Loan,Central,B013,579058,521649,0,2025-04-06,2025-04-12,0,Standard,0
2025-05-01,L00161,Home Loan,Central,B013,579058,508033,0,2025-05-27,2025-05-16,1,Standard,0
2025-06-01,L00161,Home Loan,Central,B013,579058,498389,0,2025-06-03,2025-06-05,0,Standard,0
2025-07-01,L00161,Home Loan,Central,B013,579058,490696,0,2025-07-25,2025-07-22,1,Standard,0
2025-08-01,L00161,Home Loan,Central,B013,579058,490696,0,2025-08-28,,0,Standard,0
2025-09-01,L00161,Home Loan,Central,B013,579058,478262,0,2025-09-24,2025-09-26,0,Standard,0
2025-10-01,L00161,Home Loan,Central,B013,579058,462935,0,2025-10-27,2025-10-03,1,Standard,0
2024-11-01,L00162,Home Loan,West,B005,377947,369144,0,2024-11-19,2024-11-18,1,Prime,0
2024-12-01,L00162,Home Loan,West,B005,377947,369144,0,2024-12-23,,0,Prime,0
2025-01-01,L00162,Home Loan,West,B005,377947,361411,0,2025-01-12,2025-01-13,0,Prime,0
2025-02-01,L00162,Home Loan,West,B005,377947,351951,0,2025-02-12,2025-02-23,0,Prime,0
2025-03-01,L00162,Home Loan,West,B005,377947,341405,0,2025-03-15,2025-03-23,0,Prime,0
2025-04-01,L00162,Home Loan,West,B005,377947,341405,0,2025-04-26,,0,Prime,0
2025-05-01,L00162,Home Loan,West,B005,377947,341405,0,2025-05-23,,0,Prime,0
2025-06-01,L00162,Home Loan,West,B005,377947,336182,0,2025-06-18,2025-06-27,0,Prime,0
2025-07-01,L00162,Home Loan,West,B005,377947,327259,0,2025-07-07,2025-07-25,0,Prime,0
2025-08-01,L00162,Home Loan,West,B005,377947,318479,0,2025-08-04,2025-08-12,0,Prime,0
2025-09-01,L00162,Home Loan,West,B005,377947,318479,30,2025-09-20,,0,Prime,0
2025-10-01,L00162,Home Loan,West,B005,377947,309898,0,2025-10-14,2025-10-16,0,Prime,0
2024-11-01,L00163,Personal Loan,Central,B012,317420,311240,0,2024-11-12,2024-11-23,0,Subprime,0
2024-12-01,L00163,Personal Loan,Central,B012,317420,304339,0,2024-12-25,2024-12-23,1,Subprime,0
2025-01-01,L00163,Personal Loan,Central,B012,317420,298753,0,2025-01-22,2025-01-01,1,Subprime,0
2025-02-01,L00163,Personal Loan,Central,B012,317420,294995,0,2025-02-03,2025-02-18,0,Subprime,0
2025-03-01,L00163,Personal Loan,Central,B012,317420,294995,0,2025-03-21,,0,Subprime,0
2025-04-01,L00163,Personal Loan,Central,B012,317420,288313,0,2025-04-16,2025-04-10,1,Subprime,0
2025-05-01,L00163,Personal Loan,Central,B012,317420,280798,0,2025-05-20,2025-05-01,1,Subprime,0
2025-06-01,L00163,Personal Loan,Central,B012,317420,280798,0,2025-06-01,,0,Subprime,0
2025-07-01,L00163,Personal Loan,Central,B012,317420,271752,0,2025-07-23,2025-07-26,0,Subprime,0
2025-08-01,L00163,Personal Loan,Central,B012,317420,265461,0,2025-08-19,2025-08-17,1,Subprime,0
2025-09-01,L00163,Personal Loan,Central,B012,317420,260183,0,2025-09-06,2025-09-20,0,Subprime,0
2025-10-01,L00163,Personal Loan,Central,B012,317420,253922,0,2025-10-27,2025-10-16,1,Subprime,0
2024-11-01,L00164,Auto Loan,South,B005,508099,508099,30,2024-11-25,,0,Prime,0
2024-12-01,L00164,Auto Loan,South,B005,508099,508099,30,2024-12-28,,0,Prime,0
2025-01-01,L00164,Auto Loan,South,B005,508099,508099,30,2025-01-15,,0,Prime,0
2025-02-01,L00164,Auto Loan,South,B005,508099,508099,30,2025-02-06,,0,Prime,0
2025-03-01,L00164,Auto Loan,South,B005,508099,506839,30,2025-03-19,,0,Prime,0
2025-04-01,L00164,Auto Loan,South,B005,508099,506839,30,2025-04-23,,0,Prime,0
2025-05-01,L00164,Auto Loan,South,B005,508099,506839,30,2025-05-04,,0,Prime,0
2025-06-01,L00164,Auto Loan,South,B005,508099,506839,60,2025-06-14,,0,Prime,0
2025-07-01,L00164,Auto Loan,South,B005,508099,506839,30,2025-07-09,,0,Prime,0
2025-08-01,L00164,Auto Loan,South,B005,508099,506839,30,2025-08-17,,0,Prime,0
2025-09-01,L00164,Auto Loan,South,B005,508099,506620,30,2025-09-04,,0,Prime,0
2025-10-01,L00164,Auto Loan,South,B005,508099,506620,30,2025-10-22,,0,Prime,0
2024-11-01,L00165,Auto Loan,North,B003,119400,116870,0,2024-11-06,2024-11-04,1,Prime,0
2024-12-01,L00165,Auto Loan,North,B003,119400,115650,0,2024-12-05,2024-12-13,0,Prime,0
2025-01-01,L00165,Auto Loan,North,B003,119400,113058,0,2025-01-04,2025-01-09,0,Prime,0
2025-02-01,L00165,Auto Loan,North,B003,119400,113058,30,2025-02-26,,0,Prime,0
2025-03-01,L00165,Auto Loan,North,B003,119400,110731,0,2025-03-26,2025-03-22,1,Prime,0
2025-04-01,L00165,Auto Loan,North,B003,119400,108245,0,2025-04-13,2025-04-21,0,Prime,0
2025-05-01,L00165,Auto Loan,North,B003,119400,108245,0,2025-05-05,,0,Prime,0
2025-06-01,L00165,Auto Loan,North,B003,119400,105554,0,2025-06-03,2025-06-08,0,Prime,0
2025-07-01,L00165,Auto Loan,North,B003,119400,105554,0,2025-07-08,,0,Prime,0
2025-08-01,L00165,Auto Loan,North,B003,119400,105154,0,2025-08-11,,0,Prime,0
2025-09-01,L00165,Auto Loan,North,B003,119400,105154,0,2025-09-20,,0,Prime,0
2025-10-01,L00165,Auto Loan,North,B003,119400,102418,0,2025-10-26,2025-10-14,1,Prime,0
2024-11-01,L00166,Personal Loan,West,B005,513263,507814,0,2024-11-25,2024-11-20,1,Prime,0
2024-12-01,L00166,Personal Loan,West,B005,513263,502272,0,2024-12-25,2024-12-21,1,Prime,0
2025-01-01,L00166,Personal Loan,West,B005,513263,502272,0,2025-01-21,,0,Prime,0
2025-02-01,L00166,Personal Loan,West,B005,513263,502272,0,2025-02-11,,0,Prime,0
2025-03-01,L00166,Personal Loan,West,B005,513263,502272,0,2025-03-25,,0,Prime,0
2025-04-01,L00166,Personal Loan,West,B005,513263,491248,0,2025-04-20,2025-04-26,0,Prime,0
2025-05-01,L00166,Personal Loan,West,B005,513263,491248,0,2025-05-16,,0,Prime,0
2025-06-01,L00166,Personal Loan,West,B005,513263,477136,0,2025-06-21,2025-06-09,1,Prime,0
2025-07-01,L00166,Personal Loan,West,B005,513263,477136,0,2025-07-11,,0,Prime,0
2025-08-01,L00166,Personal Loan,West,B005,513263,467779,0,2025-08-27,2025-08-22,1,Prime,0
2025-09-01,L00166,Personal Loan,West,B005,513263,453505,0,2025-09-22,2025-09-20,1,Prime,0
2025-10-01,L00166,Personal Loan,West,B005,513263,444662,0,2025-10-10,2025-10-22,0,Prime,0
2024-11-01,L00167,Personal Loan,West,B002,1417101,1378099,0,2024-11-06,2024-11-24,0,Subprime,0
2024-12-01,L00167,Personal Loan,West,B002,1417101,1358740,0,2024-12-26,2024-12-11,1,Subprime,0
2025-01-01,L00167,Personal Loan,West,B002,1417101,1336896,0,2025-01-08,2025-01-23,0,Subprime,0
2025-02-01,L00167,Personal Loan,West,B002,1417101,1315568,0,2025-02-05,2025-02-03,1,Subprime,0
2025-03-01,L00167,Personal Loan,West,B002,1417101,1278384,0,2025-03-13,2025-03-07,1,Subprime,0
2025-04-01,L00167,Personal Loan,West,B002,1417101,1249727,0,2025-04-18,2025-04-09,1,Subprime,0
2025-05-01,L00167,Personal Loan,West,B002,1417101,1218685,0,2025-05-14,2025-05-16,0,Subprime,0
2025-06-01,L00167,Personal Loan,West,B002,1417101,1194274,0,2025-06-04,2025-06-04,1,Subprime,0
2025-07-01,L00167,Personal Loan,West,B002,1417101,1164558,0,2025-07-28,2025-07-04,1,Subprime,0
2025-08-01,L00167,Personal Loan,West,B002,1417101,1149256,0,2025-08-24,2025-08-07,1,Subprime,0
2025-09-01,L00167,Personal Loan,West,B002,1417101,1114691,0,2025-09-04,2025-09-20,0,Subprime,0
2025-10-01,L00167,Personal Loan,West,B002,1417101,1079215,0,2025-10-08,2025-10-19,0,Subprime,0
2024-11-01,L00168,Gold Loan,Central,B011,469386,463079,0,2024-11-19,2024-11-08,1,Prime,0
2024-12-01,L00168,Gold Loan,Central,B011,469386,457530,0,2024-12-18,2024-12-06,1,Prime,0
2025-01-01,L00168,Gold Loan,Central,B011,469386,457530,0,2025-01-09,,0,Prime,0
2025-02-01,L00168,Gold Loan,Central,B011,469386,444464,0,2025-02-08,2025-02-06,1,Prime,0
2025-03-01,L00168,Gold Loan,Central,B011,469386,435685,0,2025-03-01,2025-03-10,0,Prime,0
2025-04-01,L00168,Gold Loan,Central,B011,469386,423038,0,2025-04-15,2025-04-04,1,Prime,0
2025-05-01,L00168,Gold Loan,Central,B011,469386,410360,0,2025-05-05,2025-05-13,0,Prime,0
2025-06-01,L00168,Gold Loan,Central,B011,469386,401052,0,2025-06-25,2025-06-22,1,Prime,0
2025-07-01,L00168,Gold Loan,Central,B011,469386,390579,0,2025-07-11,2025-07-17,0,Prime,0
2025-08-01,L00168,Gold Loan,Central,B011,469386,380244,0,2025-08-12,2025-08-03,1,Prime,0
2025-09-01,L00168,Gold Loan,Central,B011,469386,372601,0,2025-09-26,2025-09-07,1,Prime,0
2025-10-01,L00168,Gold Loan,Central,B011,469386,372601,0,2025-10-10,,0,Prime,0
2024-11-01,L00169,Personal Loan,South,B015,145020,141502,0,2024-11-21,2024-11-15,1,Standard,0
2024-12-01,L00169,Personal Loan,South,B015,145020,141502,30,2024-12-19,,0,Standard,0
2025-01-01,L00169,Personal Loan,South,B015,145020,139793,0,2025-01-24,2025-01-14,1,Standard,0
2025-02-01,L00169,Personal Loan,South,B015,145020,139793,0,2025-02-12,,0,Standard,0
2025-03-01,L00169,Personal Loan,South,B015,145020,136803,0,2025-03-19,2025-03-20,0,Standard,0
2025-04-01,L00169,Personal Loan,South,B015,145020,134690,0,2025-04-13,2025-04-25,0,Standard,0
2025-05-01,L00169,Personal Loan,South,B015,145020,132514,0,2025-05-20,2025-05-02,1,Standard,0
2025-06-01,L00169,Personal Loan,South,B015,145020,129800,0,2025-06-05,2025-06-28,0,Standard,0
2025-07-01,L00169,Personal Loan,South,B015,145020,128157,0,2025-07-14,2025-07-17,0,Standard,0
2025-08-01,L00169,Personal Loan,South,B015,145020,124179,0,2025-08-19,2025-08-26,0,Standard,0
2025-09-01,L00169,Personal Loan,South,B015,145020,120134,0,2025-09-10,2025-09-14,0,Standard,0
2025-10-01,L00169,Personal Loan,South,B015,145020,118489,0,2025-10-07,2025-10-03,1,Standard,0
2024-11-01,L00170,Auto Loan,South,B013,441390,430592,0,2024-11-15,2024-11-12,1,Standard,0
2024-12-01,L00170,Auto Loan,South,B013,441390,430592,0,2024-12-08,,0,Standard,0
2025-01-01,L00170,Auto Loan,South,B013,441390,418279,0,2025-01-27,2025-01-17,1,Standard,0
2025-02-01,L00170,Auto Loan,South,B013,441390,411730,0,2025-02-16,2025-02-05,1,Standard,0
2025-03-01,L00170,Auto Loan,South,B013,441390,403300,0,2025-03-26,2025-03-08,1,Standard,0
2025-04-01,L00170,Auto Loan,South,B013,441390,398513,0,2025-04-06,2025-04-25,0,Standard,0
2025-05-01,L00170,Auto Loan,South,B013,441390,389774,0,2025-05-10,2025-05-26,0,Standard,0
2025-06-01,L00170,Auto Loan,South,B013,441390,381241,0,2025-06-24,2025-06-17,1,Standard,0
2025-07-01,L00170,Auto Loan,South,B013,441390,369433,0,2025-07-26,2025-07-23,1,Standard,0
2025-08-01,L00170,Auto Loan,South,B013,441390,360608,0,2025-08-14,2025-08-28,0,Standard,0
2025-09-01,L00170,Auto Loan,South,B013,441390,360608,0,2025-09-20,,0,Standard,0
2025-10-01,L00170,Auto Loan,South,B013,441390,355984,0,2025-10-13,2025-10-12,1,Standard,0
2024-11-01,L00171,Gold Loan,East,B008,52651,51503,0,2024-11-25,2024-11-28,0,Standard,0
2024-12-01,L00171,Gold Loan,East,B008,52651,50827,0,2024-12-26,2024-12-08,1,Standard,0
2025-01-01,L00171,Gold Loan,East,B008,52651,49550,0,2025-01-09,2025-01-15,0,Standard,0
2025-02-01,L00171,Gold Loan,East,B008,52651,48766,0,2025-02-05,2025-02-02,1,Standard,0
2025-03-01,L00171,Gold Loan,East,B008,52651,47871,0,2025-03-04,2025-03-02,1,Standard,0
2025-04-01,L00171,Gold Loan,East,B008,52651,47035,0,2025-04-28,2025-04-20,1,Standard,0
2025-05-01,L00171,Gold Loan,East,B008,52651,47035,0,2025-05-02,,0,Standard,0
2025-06-01,L00171,Gold Loan,East,B008,52651,46334,0,2025-06-07,2025-06-17,0,Standard,0
2025-07-01,L00171,Gold Loan,East,B008,52651,45782,0,2025-07-23,2025-07-02,1,Standard,0
2025-08-01,L00171,Gold Loan,East,B008,52651,44415,0,2025-08-01,2025-08-11,0,Standard,0
2025-09-01,L00171,Gold Loan,East,B008,52651,43345,0,2025-09-10,2025-09-26,0,Standard,0
2025-10-01,L00171,Gold Loan,East,B008,52651,42781,0,2025-10-16,2025-10-17,0,Standard,0
2024-11-01,L00172,Home Loan,West,B005,545400,545400,0,2024-11-05,,0,Standard,0
2024-12-01,L00172,Home Loan,West,B005,545400,538395,0,2024-12-24,2024-12-05,1,Standard,0
2025-01-01,L00172,Home Loan,West,B005,545400,532485,0,2025-01-13,2025-01-08,1,Standard,0
2025-02-01,L00172,Home Loan,West,B005,545400,522476,0,2025-02-07,2025-02-07,1,Standard,0
2025-03-01,L00172,Home Loan,West,B005,545400,517016,0,2025-03-18,2025-03-07,1,Standard,0
2025-04-01,L00172,Home Loan,West,B005,545400,510842,0,2025-04-09,2025-04-26,0,Standard,0
2025-05-01,L00172,Home Loan,West,B005,545400,498086,0,2025-05-22,2025-05-03,1,Standard,0
2025-06-01,L00172,Home Loan,West,B005,545400,498086,0,2025-06-24,,0,Standard,0
2025-07-01,L00172,Home Loan,West,B005,545400,484538,0,2025-07-18,2025-07-27,0,Standard,0
2025-08-01,L00172,Home Loan,West,B005,545400,471268,0,2025-08-05,2025-08-27,0,Standard,0
2025-09-01,L00172,Home Loan,West,B005,545400,471268,0,2025-09-20,,0,Standard,0
2025-10-01,L00172,Home Loan,West,B005,545400,462536,0,2025-10-09,2025-10-17,0,Standard,0
2024-11-01,L00173,Home Loan,Central,B001,135721,135721,0,2024-11-26,,0,Standard,0
2024-12-01,L00173,Home Loan,Central,B001,135721,133104,0,2024-12-26,2024-12-08,1,Standard,0
2025-01-01,L00173,Home Loan,Central,B001,135721,129732,0,2025-01-18,2025-01-14,1,Standard,0
